salaries	68334 - 116667	3.0
salaries	116667 - 165000	81.0
salaries	165000 - 213334	2.0
days	avg	11.988372093023257
days	max	32.0
days	min	3.0
experience	От 1 года до 3 лет	47.0
experience	От 3 до 6 лет	31.0
experience	Нет опыта	6.0
experience	Более 6 лет	2.0
employment	Полная занятость	86.0
schedule	Полный день	66.0
schedule	Гибкий график	14.0
schedule	Удаленная работа	6.0
skills	Java	49.0
skills	Spring Framework	30.0
skills	Git	19.0
skills	Linux	7.0
skills	Apache Maven	8.0
skills	AngularJS	2.0
skills	Swing	2.0
skills	CSS	2.0
skills	HTML	2.0
skills	PostgreSQL	13.0
skills	Spring MVC	1.0
skills	Bootstrap	1.0
skills	Опыт разработки на Java, HTML и работы с реляционной СУБД	1.0
skills	SQL	17.0
skills	Java Servlets	2.0
skills	REST	7.0
skills	Hibernate ORM	16.0
skills	Java SE	10.0
skills	XML	1.0
skills	Atlassian Jira	1.0
skills	Atlassian Confluence	2.0
skills	WildFly	1.0
skills	Без ключевых навыков	28.0
skills	Java EE	7.0
skills	Code Review	2.0
skills	SOAP	3.0
skills	Kotlin	2.0
skills	C#	3.0
skills	C++	1.0
skills	TDD	1.0
skills	Cassandra	1.0
skills	Elasticsearch	1.0
skills	Intellij IDEA	2.0
skills	JavaScript	9.0
skills	AWS	1.0
skills	Ubuntu Server	2.0
skills	Android	1.0
skills	Docker	2.0
skills	Spring	1.0
skills	JUnit	8.0
skills	GitLab	1.0
skills	Camunda	1.0
skills	Scrum	2.0
skills	Agile Project Management	1.0
skills	Apache Tomcat	3.0
skills	MySQL	4.0
skills	Python	2.0
skills	NoSQL	2.0
skills	graph DB	1.0
skills	Noda.js	1.0
skills	Golang	1.0
skills	Английский язык	1.0
skills	CI/CD	2.0
skills	GWT	1.0
skills	GlassFish	1.0
skills	WebLogic	1.0
skills	MongoDB	1.0
skills	kotlin	1.0
skills	MuleSoft	1.0
skills	ООП	6.0
skills	Тестирование	2.0
skills	Groovy	4.0
skills	Oracle Pl/SQL	2.0
skills	TestNG	1.0
skills	webdriver	1.0
skills	Unix	1.0
skills	Ansible	1.0
skills	JDBC	1.0
skills	Базы данных	2.0
skills	web разработка	1.0
skills	TypeScript	1.0
skills	React	1.0
skills	Redux	1.0
skills	Kafka	1.0
skills	MS SQL	2.0
skills	IBM WebSphere AS	1.0
skills	Jenkins	1.0
skills	ORACLE	2.0
skills	СУБД	1.0
skills	EJB	1.0
skills	Работа в команде	1.0
skills	Внутренние коммуникации	1.0
skills	NetBeans	1.0
skills	Cистемы управления базами данных	1.0
skills	RabbitMQ	1.0
skills	Multithread Programming	1.0
skills	Mockito	1.0
skills	SVN	1.0
skills	Mercurial	1.0
skills	UI	2.0
skills	Spting data	1.0
skills	J2EE	1.0
skills	jQuery	1.0
skills	Обучение и развитие	1.0
skills	C/C++	1.0
