,Unnamed: 0,name,area,min_salary,max_salary,employer,published_at,experience,schedule,employment,description,requirements,duties,conditions,key_skills,days
175,175,devops,Новосибирск,165428.57142857142,210333.3333333333,КардПэй,2019-10-10T07:57:59+0300,От 3 до 6 лет,Полный день,Полная занятость,"CardPay - международная финансовая компания, предоставляющая своим клиентам высококачественный сервис обслуживания карточных онлайн-платежей. Являясь авторизованным партнером Visa и MasterCard, CardPay, предоставляет высококачественный сервис обслуживания карточных онлайн-платежей своим клиентам. Сегодня мы расширяем RnD офис в Новосибирске. От вас: опыт администрирования Linux от 3х лет; опыт работы с Ngnix, Docker, Kubernetes,Terraform, Jenkins, GitLab CI; знание CI/CD процессов и методологий разработки, понимание того, как эти процессы автоматизируются; понимание принципов работы Git, Gitflow; опыт работы с облачными сервисами; понимание систем виртуализации и оркестрации; знание систем управления конфигурацией; поиск и устранение проблем производительности; опыт развертывания стеков систем сбора и обработки логов (Splunk), мониторинга (InfluxDB). Чем необходимо будет заниматься: автоматизация развёртки и настройка окружений; поддержка и развитие системы мониторинга; своевременная реакция на инциденты; диагностика и устранение узких мест в системе; автоматизация рутинных задач; участие в развитии ИТ-инфраструктуры для продуктов компании. Мы будем рады предложить: Достойную компенсацию , которая позволит сосредоточиться на развитии проекта и своем профессиональном росте. Сильную команду , увлеченную своим делом, в которой есть у кого поучиться. Сложные и интересные задачи - реальная практика в построении масштабных сервисов, оптимизация, тонкости работы с нагрузками, распределением задач и т.п. Рост и развитие - обучение на боевых задачах, сертификация, курсы английского, участие в мероприятия IT индустрии. Комфортные условия работы - офис со всеми условиями и удобствами (включая кухню-столовую в офисе, охраняемую парковку, современную технику). Заботу о здоровье - занятия фитнесом. Стоимость занятий компенсируется за счет компании. Благодарим Вас за интерес, проявленный к нашей компании!",Без требований,Без обязанностей,Без условий,Linux|Docker|CI/CD|Git|Nginx,8
1034,1034,devops,Новосибирск,165428.57142857142,210333.3333333333,МТС,2019-10-09T13:00:04+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Задачи: Поддерживать процессы разработки на виртуальной серверной инфраструктуре: продуктив, стейжинг, тестовые сервера. Участвовать в развитии и масштабировании инфраструктуры, контролировать её оптимальность. Участвовать в построении процессов быстрой качественной разработки, следить за повышением уровня стабильности продукта. Поддерживать системы контроля версий, процессы непрерывной интеграции и непрерывной поставки (CI/CD). Необходимо иметь: Опыт работы на позиции Devops. Экспертные знания linux, опыт работы с Ubuntu, RHEL. Опыт настройки и поддержки систем хранения версий: git, gitlab. Опыт настройки и поддержки систем управления конфигурациями: ansible, chef, puppet, salt. Опыт настройки и поддержки систем автоматизации разработки: jenkins, teamcity. Опыт администрирования СУБД: MySQL, Postgress, Oracle. Опыт настройки и поддержки систем мониторинга: zabbix, nagios, cacti. Опыт настройки apache, nginx. Опыт разработки на php5.6/7+. Опыт работы с jboss, tomcat, maven, ant. Владение скриптовыми языками для автоматизации (python, bash, golang, php). Будет плюсом: Опыт работы (настройка, установка): selenium webdrive, selenium grid, redis, memcache, rabbitmq, docker, docker-compose, kubernetes/docker-swarm, elasticsearch, logstash, kibana, grafana. Мы предлагаем: Стабильная белая заработная плата, премии. Скучно не будет - множество интересных и сложных проектов; Саморазвитие - мы сделали обучение доступным. Вы можете проходить тренинги очно, дистанционно, в Корпоративном университете, у провайдеров, у наставников. Развитие в компании - Вы сами выбираете: стать экспертом или руководителем. Здоровье своих сотрудников - ДМС со стоматологией, страхование жизни, страхование при поездках за рубеж; Спорт - корпоративные соревнования по футболу, баскетболу и волейболу, различные спорт-программы или компенсация вашего фитнес-абонемента; Хороший отдых- отпуск 28 календарных дней + 3 календарных дня дополнительно ежегодно а также различные скидки на путешествия от наших партнеров; Возможности раскрыть талант - мы поддерживаем хобби сотрудников, у нас есть корпоративный театр и кукольный театр; Социальную ответственность - мы помогаем детям из детских домов, обучаем пенсионеров безопасному поведению в сети, сдаем кровь, очищаем парки от мусора на волонтерских субботниках и многое другое. Офис находится по адресу: город Новосибирск, станция метро Площадь Гарина - Михайловского, улица Красноярская 136.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,9
147,147,devops,Новосибирск,165428.57142857142,210333.3333333333,Сбербанк,2019-09-20T12:05:21+0300,Нет опыта,Полный день,Полная занятость,"DevOps инженер Наша команда обеспечивает сервис по поддержке тестовых стендов автоматизированных систем банка. Мы реализуем решения по автоматизации производственного процесса на этапе continuous deployment (CDl) и сервисы самообслуживания по тестовым стендам. Нашими целями являются повышение надежности и доступности тестовых стендов и полигонов тестирования, сокращение time to market, повышение качества ПО. ЗАДАЧИ: Эксплуатационное сопровождение тестовых сред АС Экспертиза внедрения практик DevOps на этапах CDL, CDP в командах Проведение анализа влияния изменений на эксплуатационные характеристики АС Определение технологических ограничений для проведения внедрения Организация и проведение установки дистрибутивного комплекта релиза АС на стенды для проведения тестирования, ПСИ Проведение оценки необходимости проведения нагрузочного тестирования (НТ), определение цели НТ, принятие результатов НТ Выполнение Запросов на обслуживание, Задач, Регламентных работ Решение инцидентов АС Анализ изменений АС на предмет необходимости изменения элементов мониторинга Осуществление обработки событий мониторинга Проведение разработки и актуализации планов управления мощностями Выявление рисков/проблем в работе АС и организация мероприятий по их устранению/минимизации/принятию Подготовка, настройка и эксплуатационное сопровождение сред и полигонов тестирования и ПСИ Постановка АС на мониторинг Формирование эксплуатационных требований ОЖИДАНИЯ: Эксплуатационное сопровождение тестовых сред АС Экспертиза внедрения практик DevOps на этапах CDL, CDP в командах Проведение анализа влияния изменений на эксплуатационные характеристики АС Определение технологических ограничений для проведения внедрения Организация и проведение установки дистрибутивного комплекта релиза АС на стенды для проведения тестирования, ПСИ Проведение оценки необходимости проведения нагрузочного тестирования (НТ), определение цели НТ, принятие результатов НТ Выполнение Запросов на обслуживание, Задач, Регламентных работ Решение инцидентов АС Анализ изменений АС на предмет необходимости изменения элементов мониторинга Осуществление обработки событий мониторинга Проведение разработки и актуализации планов управления мощностями Выявление рисков/проблем в работе АС и организация мероприятий по их устранению/минимизации/принятию Мы предлагаем: - масштабные и высоконагруженные проекты с использованием новых технологий; - команду профессионалов, готовых поддержать ваши инициативы; - использование Agile-методологии; - возможность обучения и сертификации за счёт компании; -возможность изучения английского языка, не выходя из офиса; - гибкий график; - трудоустройство согласно трудовому кодексу; - оклад плюс премии по результатам работы; - корпоративное обучение; - медицинскую страховку; - материальная поддержка в особых случаях; - скидки на продукты Сбербанка. Размещение офиса: Адрес офиса ул. Советская , БЦ Кронус Про Сбербанк Сбербанк — это современная техническая платформа, создающая новые способы потребления финансовых (и не только) услуг. Мы собираем лучшие технологии и управленческие методы из мировой практики, чтобы превратить «главный» банк России в передовую сервисную экосистему. Если тебе нравится эта идея, присоединяйся к нашей команде. За что сотрудники любят Сбербанк: прогрессивность: да, мы — банк со столетней историей, но одновременно и финтех-стартап с идеями о том, как изменить мир масштаб: внутри одной компании можно развиваться в любом направлении и строить карьеру с любым уровнем амбиций эффект: ты стараешься — и это видят десятки миллионов людей.",Без требований,Без обязанностей,Без условий,Agile Project Management|Оценка рисков|Linux|Английский язык|Управление рисками,28
918,918,devops,Новосибирск,165428.57142857142,210333.3333333333,ARQA Technologies,2019-10-14T12:39:30+0300,От 1 года до 3 лет,Полный день,Полная занятость,"ARQA Technologies - разработчик сложных программных решений для финансового сектора (банков, инвестиционных и управляющих компаний). Наши продукты QUIK и QORT используются более 300 клиентами в России и западных странах. Головной офис компании находится в тихом центре Новосибирска, в шаговой доступности от транспортной развязки. Города присутствия – Москва, Лондон. На данный момент, в компании работает более 200 человек. Ваши задачи: Обеспечение процессов непрерывной интеграции и доставки (Jenkins), поддержки и автоматизации работы тестовых окружений. Автоматизация внутренних процессов разработки и тестирования ПО (MS VisualStudio, TFS, SonarQube, PVS). Поддержка и сопровождение систем: Reports Service (MS), Sharepoint 2013, Jira, веб-сервисы. Мы ожидаем: Опыт администрирования систем и сетей. Умение работать с контейнеризацией (Docker) и виртуализацией. Навыки с системами контроля версий TFS, GIT. Знание баз данных (MSSQL) администрирование, поддержка и сервисы. Работа с языками vba, python, powershell, perl, java. Мы предлагаем: Официальное трудоустройство и соблюдение законодательства о труде. Ежегодные отпуска 31 календарный день, больничные и т.д. ДМС, частичную компенсацию занятий спортом. Уютный офис в тихом центре. Насыщенную корпоративную жизнь в коллективе единомышленников. Гибкий график работы. Для сотрудников со стажем - возможность получить ссуду на первоначальный взнос при покупке жилья.",Без требований,Без обязанностей,Без условий,Автоматизация,4
779,779,devops,Новосибирск,165428.57142857142,210333.3333333333,JetBrains,2019-10-07T11:01:32+0300,От 3 до 6 лет,Полный день,Полная занятость,"В IT департаменте компании JetBrains сейчас открыта вакансия DevOps Engineer (TeamCity). Основные обязанности: Участие в создании и поддержка системы управления имиджами для облачных и обычных агентов TeamCity. Поддержание фермы агентов (&gt;300 шт) TeamCity в работоспособном состоянии, обновление агентов и их имиджей. Автоматизация развертывания и обновления инфраструктуры для сервера TeamCity используемого внутри JetBrains. Cоздание инфраструктуры и организация повторяемого процесса для легкого расширения вышеупомянутых процедур автоматизации. Составление документации. Разработка вспомогательных IT сервисов. Сопровождение текущей инфраструктуры проектов. Решение задач по успешному развертыванию приложений, начиная с тестов, заканчивая продакшеном. Постоянное взаимодействие с командами проектов для обеспечения работоспособности высоконагруженных сервисов 24х7. Неотложное решение проблем, связанных с работой сервисов. Разработка новых сценариев развертывания сервисов. Требования : Опыт работы в аналогичной сфере от 2х лет. Отличное знание ОС Linux и Windows. Опыт работы с серверами приложений (Tomcat, Jetty и т.п.). Знания систем управления конфигурацией инфраструктуры (Ansible, Puppet, Chef). Опыт работы с cloud-провайдерами (Amazon, Azure). Знание систем контроля версий (Git). Работа с системами мониторинга и нотификаций. Умение писать на скриптовых языках (Python, Shell). Опыт работы с веб-серверами (Nginx, HAProxy). Существенными плюсами будут: Опыт работы с Java приложениями со стороны администратора. Понимание принципов отказоустойчивости и масштабирования приложений.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,11
803,803,devops,Новосибирск,165428.57142857142,210333.3333333333,МодульБанк,2019-09-23T08:14:04+0300,От 3 до 6 лет,Полный день,Полная занятость,"Привет! Мы - Modulbank, любимый онлайн банк предпринимателей и стремительно развивающаяся финтех компания . Мы ежедневно меняем представление о банковских услугах и помогаем процветать малому и среднему бизнесу. Мы предлагаем только самые выгодные и точные решения, позволяющие начинающим предпринимателям избежать бумажной волокиты и сконцентрироваться на важном. Помимо крутых услуг и продуктов мы предоставляем клиентам по-настоящему искренний сервис и позиционируем себя как банк с человеческим лицом Ключевые задачи : Администрирование и обеспечение работоспособности программного обеспечения банка: серверные системы Linux (Debian); системы контейнеризации и системы оркестрации Docker, kubernetes; автоматизация процессов связанных с обслуживанием и разработкой ПО. ansible, bash; среды и приложения на dotnet core, dotnet framework; Будет плюсом: Серверные системы Windows Server (2016-2019); Написание скриптов PowerShell; Знание Redis, RabbitMQ, СУБД posgreSQL; Мы подойдем друг другу, если: Релевантный опыт работы от 3 лет; Глубокое знание Linux; Знание docker и kubernetes; Автоматизация регулярно повторяющихся задач (ansible, bash); Настройка высокодоступных систем PostgreSQL, Nginx, NodeJS, IIS; Сопровождение текущей инфраструктуры high-load проектов; Написанием и ведением технической документации; Знание принципов работы сетевых протоколов и принципов построения компьютерных сетей; Взаимодействием с внешними организациями в рамках решаемых задач; Умение выявлять и диагностировать проблемы сетевого и инфраструктурного уровня; Знание принципов DevOPS; Есть опыт поддержки сервисов, работающих 24/7; Мы предлагаем: Работа в крупной стабильной IT-Компании; Уютный офис в шаговой доступности от метро и дружный коллектив; Чай и кофе бесплатно; Возможность карьерного и личностного роста; Оформление по ТК РФ; Конкурентная белая заработная плата; Испытательный срок 3 месяца; Программа ДМС после прохождения испытательного срока, включая стоматологию; Корпоративная библиотека «Манн, Иванов и Фербер» - за наш счет.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,25
925,925,devops,Новосибирск,165428.57142857142,210333.3333333333,Тинькофф,2019-09-17T20:33:05+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Команда Тинькофф ищет продвинутого DevOps инженера в новосибирский центр разработки. Мы переводим свою инфраструктуру на контейнерную архитектуру и внедряем Kubernetes. Ищем человека с системным мышлением, который хочет работать на новом стеке технологий, делать исследования и выбирать оптимальные решение под поставленную задачу. Наша цель создать инфраструктуру, которая удобна в поддержке админам и позволяет командам разработки максимально быстро доставлять изменения нашим пользователям. А это значит удобное логирование и мониторинг микросервисных приложений, высокий уровень автоматизации и отказоустойчивости. Тебе предстоит: Работать с высоконагруженными системами Внедрять Kubernetes в боевых ДЦ Компании Помогать командам разработки мигрировать на новую инфраструктуру Разрабатывать инфраструктурный софт Автоматизировать рутинные операции администрирования Мы ждем от тебя: Опыт системного администрирования ОС Linux Обязательно знание одного из языков Python, Go Понимание принципов контейнеризации (Docker) Понимание принципов непрерывной интеграции От нас: Комфортные условия труда, хорошо оборудованное рабочее место с возможностью выбора любого ПК или ноутбука; Добровольное медицинское страхование (ДМС); Офис в центре города в 10 мин. от м. пл. Ленина в БЦ “Кронос” или Академгородок, ул.Николаева; Компенсация на выбор: обедов, такси, парковочного места; Компенсация 50% на спорт; Скидка 30% на КАСКО в СК Тинькофф; Софинансирование обучения (оплата конференций, курсов)",Без требований,Без обязанностей,Без условий,NoSQL|Big Data|hadoop|Aerospike|MongoDB,30
396,396,devops,Новосибирск,165428.57142857142,210333.3333333333,Positive Technologies,2019-10-01T14:59:29+0300,От 1 года до 3 лет,Полный день,Полная занятость,"О компании Positive Technologies – разработчик ПО в сфере информационной безопасности международного уровня. О продукте Мы создаем систему сбора и анализа данных об объектах мира киберугроз: зловредах, ботнетах, хакерских группировках, фишинговых доменах и т.д.. В её задачи входит: Автоматический сбор информации из открытых и коммерческих источников; Регулярное обновление данных об имеющихся сущностях; Анализ, классификация и связывание полученной информации (в перспективе - средствами машинного обучения); Предоставление удобного API другим продуктам для внесения и получения данных; Систему распространения баз данных индикаторов угроз; Предоставление удобного интерфейса сотрудникам отделов реагирования и исследования угроз; Стек основных технологий: Debian, Go, Ansible, Docker, PostgreSQL. Чем предстоит заниматься: Автоматизация деплоя для разных окружений. Мы используем Terraform и Ansible; Разработкой CI/CD pipeline для выпуска продукта; Развитие мониторинга инфраструктурных и бизнес метрик на Prometheus/Grafana/ELK; Разработкой инсталлятора для коробочной версии продукта; Администрирование инфраструктуры: решение возникающих проблем, масштабирование и обеспечение отказоустойчивости, балансировка нагрузки и резервное копирование; Обмен опытом и решениями с инфраструктурными командами соседних проектов с аналогичным стеком технологий; В обозримой перспективе использование облачных площадок для развертывания. Чем НЕ придется заниматься: - Поддержкой общих ресурсов внутри компании (Gitlab, Jira, Confluence, ...) - для этого есть отдельная команда; - Перескакивать с проекта на проект для тушения пожаров - мы ищем кандидата под конкретный продукт. Что необходимо кандидату: Понимать жизненный цикл разработки ПО и принципы CI/CD; Опыт системного администрирования Linux обязателен; Разделять подход “infrastructure as a code”; Опыт работы с системами configuration management Умение писать на bash и, желательно, python; Опыт работы с системами виртуализации; Навык работы с docker, умение упаковывать любой софт в контейнер; Опыт организации мониторинга инфраструктуры. Что взамен: Уютный офис недалеко от м. Площадь Гарина-Михайловского или в Академгородке, возможность удалённой работы обсуждаема; Официальное трудоустройство и белая зарплата; ДМС со стоматологией; Шесть недель оплачиваемого отпуска; Можно самому выбрать, во сколько начинается твой рабочий день.",Без требований,Без обязанностей,Без условий,Без ключевых навыков,17
889,889,devops,Новосибирск,165428.57142857142,210333.3333333333,Студия Разработки,2019-10-11T14:24:13+0300,От 3 до 6 лет,Удаленная работа,Полная занятость,"У нас более 30 разных проектов, по которым постоянно разрабатывается новый функционал и производится интеграция с разными сервисами. Один из проектов – это система управления бизнес-процессами на базе микросервисной архитектуры. Интересные задачи: · Установка среды публикации на существующих и новых проектах компании. · Разработка процесса публикации проектов для разработчиков. · Контроль публикации изменений проектов. · Разработка среды тестирования проектов. · Консультирование разработчиков и администраторов системы. Что ждём от кандидата: · Общий опыт разработки - 3+ лет · Настройка репозитория GIT, знания GIT-flow · Разворачивание и настройка любой среды CI/CD (плюсом знание TeamCity) · Умение работать как на новых так и на уже существующих проектах · Docker · OS Windows. Unix · Bash &amp; shell script · Желательно (будут дополнительным плюсом): · MS Build &amp; Deploy, знание архитектуры C# проектов и .NET архитектуры · Опыт работы с MS SQL 2016 · Виртуализация HyperV / VMWare · Опыт администрирования Unix Windows систем, Exchange, Zabbix, HAproxy, RabbitMQ Предлагаем: · Возможность профессионального и карьерного развития в компании. · Официальное трудоустройство согласно ТК РФ с первого дня. · Заработная плата по договоренности · Удаленная работа",Без требований,Без обязанностей,Без условий,Без ключевых навыков,7
496,496,devops,Новосибирск,165428.57142857142,210333.3333333333,ARQA Technologies,2019-10-14T12:39:30+0300,От 1 года до 3 лет,Полный день,Полная занятость,"ARQA Technologies - разработчик сложных программных решений для финансового сектора (банков, инвестиционных и управляющих компаний). Наши продукты QUIK и QORT используются более 300 клиентами в России и западных странах. Головной офис компании находится в тихом центре Новосибирска, в шаговой доступности от транспортной развязки. Города присутствия – Москва, Лондон. На данный момент, в компании работает более 200 человек. Ваши задачи: Обеспечение процессов непрерывной интеграции и доставки (Jenkins), поддержки и автоматизации работы тестовых окружений. Автоматизация внутренних процессов разработки и тестирования ПО (MS VisualStudio, TFS). Поддержка и сопровождение систем:, таких как Sharepoint 2013. Мы ожидаем: Опыт администрирования систем и сетей. Навыки с системами контроля версий TFS, GIT. Знание баз данных (MSSQL) администрирование, поддержка и сервисы. Работа с языками vba, С# (в т.ч. LINQ). Опыт работы html, css. Базовое понимание протокола IMAP. Мы предлагаем: Официальное трудоустройство и соблюдение законодательства о труде. Ежегодные отпуска 31 календарный день, больничные и т.д. ДМС, частичную компенсацию занятий спортом. Уютный офис в тихом центре. Насыщенную корпоративную жизнь в коллективе единомышленников. Гибкий график работы. Для сотрудников со стажем - возможность получить ссуду на первоначальный взнос при покупке жилья.",Без требований,Без обязанностей,Без условий,DevOps,4
181,181,devops,Новосибирск,165428.57142857142,120000.0,Брокеркредитсервис,2019-09-25T13:16:57+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы занимаемся развитием цифрового брокерского бизнеса, в международной финансовой компании, для наших многочисленных front приложений, мы разрабатываем собственный высоконагруженный backend на микросервисной архитектуре используя один из топовых стеков Java. Предлагаем инициативному профессионалу присоединиться к команде одного из самых крупных проектов для решения задач DevOps инженера. Для нас DevOps инженер в первую очередь участник команды, поэтому мы ожидаем ежедневное участие в daily meetings, обсуждение текущих и будущих задач проекта, предложений по улучшению инфраструктуры и процессов. Ждем от тебя: Отличное знание Linux-подобных систем; Знание сетевых технологий(TCP/IP, HTTP(S), TLS… ); Технологии виртуализации серверов; Docker на продвинутом уровне; Kubernetes\Openshift минимально на базовом уровне; PostgreSQL, MongoDB; GitLab; Скриптовые языки; CI\CD pipeline на GitLab, Jenkins или Bamboo. Будет плюсом: Опыт поддержки Java-приложений; Понимание принципов отказоустойчивости и масштабируемости приложений; Опыт автоматизации задач администрирования внутренних процессов разработки и тестирования; Инструменты управления конфигурацией; Helm charts; RabbitMQ, Kafka; ELK, Grafana, Prometheus. Преимущества работы у нас: Дружная команда профессионалов (разработчики, QA инженеры, аналитики, product owner); Видимый результат работы (фронт приложения проекта публикуются в web, play market, app store); Современное, новое, рабочее место по выбору сотрудника, mac os или ubuntu, с выбором периферии; Обучение, участие в конференциях; Офис в центре города со свежим ремонтом и кухней; Белая заработная плата без задержек.",Без требований,Без обязанностей,Без условий,Linux|Kubernetes|Docker|GitLab,23
1061,1061,devops,Новосибирск,175000.0,210333.3333333333,Creative Mobile,2019-10-14T20:43:06+0300,От 1 года до 3 лет,Полный день,Полная занятость,"Мы - Creative Mobile являемся независимым разработчиком игр. Основанная в 2010 году и базирующаяся в Таллинне, наша компания определила новый жанр мобильных игр и превратилась в студию, признанную во всём мире. Игры, опубликованные Creative Mobile, открыли для себя более чем 400 миллионов игроков по всему миру. Наша миссия — быть прекрасным домом для талантов мирового класса и создавать отличные игры. Мы полны идей, активно развиваемся и сейчас ищем в свою команду профессионального и амбициозного инженера, готово быть у истоков направления DevOps. Если Вы: хотите жить в стране ТОП-5 с самым чистым воздухом в мире; готовы присоединиться к компании ТОП-ЗО лучших работодателей Эстонии 2019 года; и самое главное - не мыслите свою жизнь без DevOps, Вам точно стоит откликнуться на вакансию :) Нашему будущему коллеге мы готовы предложить: поддержку и развитие инфраструктуры серверных приложений; обеспечение непрерывной работоспособности системы; мониторинг и выявление узких мест в работе системы; выбор и тестирование новых технологий; активное взаимодействие с командами разработки. Мы ожидаем от тебя: 3+ успешного опыта работы в качестве инженера DevOps; отличное знание OS Linux; понимание устройства серверной инфраструктуры, опыт ее настройки и поддержки; хорошее знание Bash и любого скриптового языка; опыт работы с AWS, Docker; хороший письменный и устный английский язык (на уровне чтения профессиональной документации и литературы). Мы придём в восторг, если у тебя есть: высшее образование в области IT, физики, математики или эквивалентный опыт (например, 3000+ MMR в DotA или Clash Royale); опыт работы с ELK, Kafka, Clickhouse, Redis, Prometeus, Graphite, Jenkins. Чтобы работа спорилась, тебе понадобятся: умение работать как самостоятельно, так и в команде; способность и желание разбираться с новыми технологиями и, возможно, с неизвестными проблемами; стрессоустойчивость, аккуратность и ответственность. Мы хотим предложить тебе: официальное трудоустройство; интересную работу, полную вызовов — возможность вносить свой вклад в продукты, которыми наслаждаются миллионы игроков по всему миру; профессиональное сообщество внутри компании, чтобы делиться самым интересным с коллегами по цеху; возможность 20% своего рабочего времени уделять другим интересным проектам внутри компании; возможность учиться и личную программу развития; работу в успешной студии с огромным послужным списком, который включает в себя несколько записей в глобальном рейтинге TOP50; работу в международной команде мирового класса, которая поможет улучшить свой набор навыков и сеть контактов; культуру открытости, прозрачности и здравого смысла; приятные и полезные бонусы: обучение, свежие фрукты, вкусный кофе и прочие приятности; разумеется, переезд в г. Таллинн и подготовку всех необходимых документов мы берем на себя:) Почему Эстония? в Эстонии безопасно жить и работать, поддерживая отличный баланс между работой и личной жизнью; около 70% населения владеет русским языком, как родным или вторым языком; практически все государственные услуги страны предоставляются в электронном виде, всё делается быстро и комфортно; Эстония — первая страна в мире, представившая доступ к своим электронным услугам иностранцам; по данным ВОЗ, Эстония — страна с самым чистым воздухом в мире (а также, Эстония входит в десятку самых зеленых стран).",Без требований,Без обязанностей,Без условий,Без ключевых навыков,3
1014,1014,devops,Новосибирск,224000.0,210333.3333333333,Wisebits,2019-09-25T11:41:48+0300,От 3 до 6 лет,Полный день,Полная занятость,"Мы создаём высоконагруженный продукт в области видео развлечений. Куча трафа, борьба за сроки, современный офис с видом на море и горы. Ищем опытного системного администратора (DevOps), который сможет присоединиться к нашей профессиональной (но совсем не занудной) команде. Мы работаем для десятков миллионов пользователей и используем передовые технологии. Если вы мечтаете о профессиональном росте и теплом климате, ждем ваше резюме! :) Задачи: - Развертывание и поддержка серверов проекта (bare-metal), взаимодействие с персоналом дата-центров. - Автоматизация процессов развертывания приложений в множественных окружениях (Docker, Ansible). - Поддержка окружений проекта. - Поддержка Atlassian стека (Jira, Bitbucket, Bamboo), настройка CI/CD процессов. - Поддержка production-кластера CephFS (1,2Pb), мониторинг, оптимизация, настройка. - Мониторинг проекта (Zabbix,Sentry, Grafana, Prometheus). - Оптимизация сервисов в условиях высоких нагрузок. Требуемый опыт: - Опыт работы с Debian, Ubuntu на уровне senior system administrator. - Опыт автоматизации через Ansible, написания собственных плейбуков, ролей, кастомизации для окружений. - Опыт установки, тюнинга и поддержки Postgresql, с репликацией и бэкапами. - Опыт работы с виртуализацией в целом и KVM-based в частности. - Опыт работы с Docker на уровне собирания собственных контейнеров для специфических нужд. - Опыт работы со связкой Nginx+Php-fpm, оптимизация производительности, написание сложных конфигов. - Опыт работы с Ceph, CephFS filestore, на больших объемах в production. - Знание экосистемы PHP и специфики сборки PHP приложений. Желательно: - Опыт сборки пакетов под Debian, поддержки приватного deb-репозитория, сборки приложений из исходников. - Опыт работы с MySQL. - Опыт работы с ffmpeg, раздачей/стримингом видео. - Опыт работы с Clickhouse. Наш технологический стек: - Debian-based OS - CephFS - Nginx - PHP 7+ - PostgreSQL, MySQL - Clickhouse - Memcached/Redis - Sphinxsearch - ffmpeg \ imagemagick - Golang Что мы предлагаем: - Отсутствие дресс-кода и бюрократии; - Дружная интернациональная команда; - Отличные обеды в офисе за счёт компании (шведский стол); - Апартаменты на первый месяц за наш счет; - Всегда полные корзины фруктов, шоколада, орехов и прочего вкусного на кухнях в офисе; - Медицинская страховка по всему миру для Вас и Вашей семьи; - Оплата авиабилетов до Кипра, помощь с переездом семьи из любого региона России и Европы; - Полностью белый оклад.",Без требований,Без обязанностей,Без условий,CephFS|Nginx|PHP 7+|PostgreSQL|MySQL|Clickhouse|Memcached/Redis|Sphinxsearch|ffmpeg \ imagemagick|Debian,23
1077,1077,devops,Новосибирск,287000.0,406000.0,Кадровое агентство Алексея Сухорукова,2019-09-17T13:01:19+0300,От 3 до 6 лет,Полный день,Полная занятость,"Компания-разработчик 3D-конфигуратора мирового уровня ищет в команду DevOps Engineer. Она — лидер в области DigitalTwins. Среди клиентов компании мировые автомобильные гиганты — Audi, Volkswagen Group, BMW and Daimler AG. Платформа позволяет мгновенно анализировать и просчитывать возможности и технические решения техники на 3D-моделях. Вам предстоит создавать и поддерживать облачную IT-инфраструктуру на базе технологий AWS/Azure/GoogleCloud. Штаб-квартира находится в столице Баварии — Мюнхене. Ваши задачи: Разработка, внедрение и развертывание облачных решений в рамках сервиса рендеринга и конфигурирования автомобилей в режиме реального времени Обеспечение и повышение доступности и масштабируемости реализованных сервисов Создание и поддержка сети доставки мультимедийного контента, сгенерированного по требованию службы рендеринга Тесное сотрудничество с командой разработчиков программного обеспечения для внедрения облачных решений Мультисервисное непрерывное развертывание инфраструктур (Linux/Windows machines / AWS Lambda) От вас потребуется: Опыт работы в Linux и Windows Опыт работы в масштабируемых сервисах в инфраструктуре AWS или аналогах Опыт автоматического развертывания и доставки облачных систем (Ansible, Chef, Puppet, AWS Stack) Хорошее знание Jenkins Свободный уровень владения английским языком Высокий уровень самоорганизации Умение и готовность работать в команде и развитые коммуникативные навыки Будет плюсом: Знание немецкого языка Вам предложат: Соразмерную опыту заработную плату до 5800 евро (гросс) Профессиональное развитие в комфортной рабочей среде Динамичную команду разработчиков Интересных клиентов и задачи Быстрое принятие рабочих решений Развитую систему личной мотивации сотрудников Помощь с релокацией Поддержку в получении Blue Card",Без требований,Без обязанностей,Без условий,Linux|Git|AWS|Windows API|Jenkins,31
646,646,devops,Новосибирск,287000.0,406000.0,Кадровое агентство Алексея Сухорукова,2019-09-17T13:04:34+0300,От 3 до 6 лет,Полный день,Полная занятость,"Компания-разработчик SaaS-решений для бизнеса ищет в команду DevOps Engineer. Секрет их успеха — тщательная разработка пользовательского интерфейса, комфортная и мотивирующая среда для разработчиков и продакт-менеджеры, ориентированные на клиента. С 2013 года они создают мобильные приложения и SaaS-решения для мероприятий и уже стали одними из лидеров в Германии в этой сфере. Работать предстоит в офисе компании в Эрфурте. Твои задачи: Предоставление, эксплуатация и защита приложений и сервисов в Docker и Virtual Machine Поддержка существующей архитектуры Разработка новых решений, таких как системы кэширования и базы данных От тебя потребуется: Базовое знание одного или нескольких языков программирования (Java, C++, Golang, Python, PHP) Опыт работы в Docker или аналогах Знание и желание развиваться в QA, автоматизации CI/CD на Bash, построении распределенных сетей Знание английского языка на уровне не ниже B2 Умение и желание работать в команде Будет плюсом: Опыт создания развитых it-инфраструктур Умение решать сложные задачи Аналитические способности Ответственность в работе Тебе предоставят: Соразмерную опыту заработную плату до 5800 евро Возможности для профессионального развития Дружную активную команду Помощь с релокацией",Без требований,Без обязанностей,Без условий,Docker|Информационная безопасность,31
