salaries	18500 - 61556	1.0
salaries	104612 - 147667	1.0
salaries	NAN - NAN	3.0
days	avg	17.2
days	max	27.0
days	min	4.0
experience	От 1 года до 3 лет	5.0
employment	Полная занятость	5.0
schedule	Полный день	5.0
skills	CSS	4.0
skills	JavaScript	4.0
skills	MySQL	3.0
skills	PHP	4.0
skills	HTML	3.0
skills	1С-Битрикс	3.0
skills	HTML5	2.0
skills	PHP5	1.0
skills	jQuery	2.0
skills	Symfony	1.0
skills	Yii	1.0
skills	SQL	2.0
skills	ООП	1.0
skills	CSS3	1.0
skills	Ajax	1.0
skills	MS SQL	1.0
skills	CMS Wordpress	1.0
skills	Bootstrap	1.0
